outcome,month,mmwr_week,age_group,vaccine_product,boosted_with_outcome,boosted_population,primary_series_only_with_outcome,primary_series_only_population,unvaccinated_with_outcome,unvaccinated_population,crude_booster_ir,crude_primary_series_only_ir,crude_unvax_ir,crude_booster_irr,crude_irr,age_adj_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_booster_irr,age_adj_irr,continuity_correction
case,JUN 2022,202224,50-64,all_types,44547,19164022,22167,15697966,28171,6416536.700000002,232.451204658,141.209377062,439.037463933,1.88872957,3.109124005,,,,,,1
case,JUN 2022,202224,65+,all_types,44360,22958181,14235,10446793,20176,2917898.3,193.220882787,136.261913106,691.456587092,3.578581037,5.074467042,,,,,,1
case,JUN 2022,202224,all_ages,all_types,167298,71217227,105203,78362123,154422,53945260,234.912263574,134.252360672,286.256846292,1.218569188,2.132229518,231.408061029,133.346402373,362.407479023,1.566097038,2.717789701,1
case,JUN 2022,202224,all_ages,Janssen,7615,4190282,7192,7155055,154422,53945260,181.730012443,100.516348232,286.256846292,1.575176507,2.84786357,149.140341457,115.011024939,362.407479023,2.429976192,3.151067293,1
case,JUN 2022,202224,all_ages,Moderna,64241,28256813,32793,23618324,154422,53945260,227.346941072,138.845584471,286.256846292,1.25911897,2.061692112,218.752549066,137.28754726,362.407479023,1.656700599,2.639769493,1
case,JUN 2022,202224,all_ages,Pfizer,95334,38710603,65036,47545740,154422,53945260,246.273611393,136.786176848,286.256846292,1.1623529,2.092732269,241.277454788,141.982340579,362.407479023,1.502036232,2.552482777,1
case,JUN 2022,202225,5-11,all_types,377,281041,6068,5343775,11336,13488153,134.144128437,113.552685134,84.044123758,0.626521077,0.740133302,,,,,,0
case,JUN 2022,202225,12-17,all_types,3901,2762598,5619,7521843,7401,6401394,141.207660326,74.702436624,115.615442511,0.818761831,1.547679671,,,,,,0
case,JUN 2022,202225,18-49,all_types,80286,26279517,61826,39209118,95212,24622357.2,305.507898033,157.682710435,386.689215929,1.265725758,2.452324766,,,,,,1
case,JUN 2022,202225,50-64,all_types,47668,19243561,24285,15643470,29373,6400408.700000002,247.708831021,155.240493318,458.923818412,1.852674434,2.956212059,,,,,,1
case,JUN 2022,202225,65+,all_types,48286,23043679,15535,10392575,20975,2907385.3,209.541193487,149.481721325,721.43860671,3.442944057,4.826266384,,,,,,1
case,JUN 2022,202225,all_ages,all_types,180518,71610396,113333,78110781,164297,53819698.199999996,252.083510333,145.092647326,305.272986462,1.210999427,2.103986605,249.100394225,143.645909763,385.375503613,1.547069023,2.682815712,1
case,JUN 2022,202225,all_ages,Janssen,8172,4206999,7782,7143442,164297,53819698.199999996,194.247728607,108.939080068,305.272986462,1.571565282,2.802235766,165.595671808,110.71234016,385.375503613,2.327207586,3.480872169,1
case,JUN 2022,202225,all_ages,Moderna,69661,28361913,35761,23550585,164297,53819698.2,245.614602936,151.847608032,305.272986462,1.242894286,2.010390486,248.342266564,158.496885978,385.375503613,1.551791843,2.43143896,1
case,JUN 2022,202225,all_ages,Pfizer,102534,38981817,69556,47374053,164297,53819698.199999996,263.030325139,146.822987681,305.272986462,1.160599966,2.079190672,258.568290547,152.832704175,385.375503613,1.490420588,2.521551298,1
case,JUN 2022,202226,5-11,all_types,495,349943,5842,5300383,12966,13460438,141.451607833,110.218450252,96.326731716,0.680987181,0.87396195,,,,,,0
case,JUN 2022,202226,12-17,all_types,4032,2802118,5827,7495397,8242,6387749,143.891156618,77.741045604,129.028238273,0.896707215,1.659718329,,,,,,0
case,JUN 2022,202226,18-49,all_types,84034,26372065,65238,39161331,106240,24567748.2,318.647781279,166.587800604,432.436864523,1.357099876,2.595849534,,,,,,1
case,JUN 2022,202226,50-64,all_types,51164,19314159,25111,15595122,32690,6385345.700000002,264.904104807,161.018297901,511.953487499,1.9325993,3.179473974,,,,,,1
case,JUN 2022,202226,65+,all_types,52612,23118896,16515,10343341,24035,2897521.3,227.571420365,159.667944816,829.502098915,3.645018771,5.195169888,,,,,,1
case,JUN 2022,202226,all_ages,all_types,192337,71957181,118533,77895574,184173,53698802.199999996,267.293684004,152.169107837,342.974130622,1.283135933,2.253901173,261.948755844,150.330121177,434.081287223,1.65712292,2.887520371,1
case,JUN 2022,202226,all_ages,Janssen,8700,4221756,7823,7133407,184173,53698802.199999996,206.07538664,109.667091756,342.974130622,1.664313901,3.127411561,169.09203763,122.907406078,434.081287223,2.567130264,3.531774863,1
case,JUN 2022,202226,all_ages,Moderna,75419,28455489,38141,23490187,184173,53698802.199999996,265.042009997,162.369929196,342.974130622,1.294036861,2.112300796,299.459232035,151.92478752,434.081287223,1.449550526,2.857211745,1
case,JUN 2022,202226,all_ages,Pfizer,108113,39220059,72340,47229229,184173,53698802.199999996,275.657412958,153.167861368,342.974130622,1.244204271,2.239204279,270.171205181,159.553178575,434.081287223,1.60668968,2.720605701,1
case,JUL 2022,202227,5-11,all_types,603,412242,5656,5262046,13550,13435754,146.273305486,107.486707642,100.850313276,0.689464923,0.938258465,,,,,,0
case,JUL 2022,202227,12-17,all_types,3766,2839435,5771,7470556,8882,6376069,132.632020103,77.24993963,139.302131141,1.050290352,1.803265243,,,,,,0
case,JUL 2022,202227,18-49,all_types,84489,26459078,68488,39114900,110892,24522839.2,319.319516727,175.094401366,452.198862846,1.416132867,2.582600353,,,,,,1
case,JUL 2022,202227,50-64,all_types,52765,19378921,26193,15550436,34170,6371359.700000002,272.280381348,168.439007112,536.306245588,1.969683761,3.183978906,,,,,,1
case,JUL 2022,202227,65+,all_types,54930,23185268,17700,10299274,25113,2888988.3,236.917684109,171.856773594,869.266241057,3.669064402,5.058085421,,,,,,1
case,JUL 2022,202227,all_ages,all_types,196553,72274944,123808,77697212,192607,53595010.199999996,271.951784563,159.346772958,359.374873297,1.321465398,2.255300604,264.233611959,157.091786512,454.742453342,1.720986403,2.894756393,1
case,JUL 2022,202227,all_ages,Janssen,8933,4235848,8390,7123825,192607,53595010.199999996,210.890475768,117.773808312,359.374873297,1.704082994,3.051398935,177.890786979,120.573912251,454.742453342,2.556301319,3.771482942,1
case,JUL 2022,202227,all_ages,Moderna,76876,28540252,40157,23434952,192607,53595010.199999996,269.359920158,171.355162153,359.374873297,1.334180947,2.097251514,265.036425447,145.112559737,454.742453342,1.715773417,3.133722223,1
case,JUL 2022,202227,all_ages,Pfizer,110624,39438879,75003,47095956,192607,53595010.199999996,280.494787897,159.255711892,359.374873297,1.281217651,2.256590166,273.441544237,166.312414311,454.742453342,1.663033518,2.734266442,1
case,JUL 2022,202228,5-11,all_types,616,468935,5919,5229136,15990,13403669,131.361489332,113.192695696,119.295694336,0.908148156,1.053916895,,,,,,0
case,JUL 2022,202228,12-17,all_types,4039,2875142,6406,7447330,10236,6361554,140.48001803,86.017404895,160.904080984,1.145387673,1.870599109,,,,,,0
case,JUL 2022,202228,18-49,all_types,85127,26542370,73011,39071761,122263,24463758.2,320.72117147,186.863858018,499.77194428,1.558275501,2.674524381,,,,,,1
case,JUL 2022,202228,50-64,all_types,55346,19439618,28574,15507674,37537,6352019.700000002,284.707240646,184.25716197,590.945900246,2.075626524,3.207180084,,,,,,1
case,JUL 2022,202228,65+,all_types,58717,23245159,19152,10258938,27367,2875596.3,252.598831438,186.685990304,951.698261679,3.767627333,5.097855817,,,,,,1
case,JUL 2022,202228,all_ages,all_types,203845,72571224,133062,77514839,213393,53456597.199999996,280.889571327,171.660035313,399.189269758,1.421160878,2.325464218,268.14761837,168.983275429,502.57706465,1.874255187,2.97412311,1
case,JUL 2022,202228,all_ages,Janssen,9374,4248947,9089,7114621,213393,53456597.199999996,220.619367575,127.751007397,399.189269758,1.809402656,3.124744594,185.563753632,204.879348691,502.57706465,2.708379491,2.453039156,1
case,JUL 2022,202228,all_ages,Moderna,80960,28619590,43482,23381600,213393,53456597.199999996,282.883158005,185.96674308,399.189269758,1.411145409,2.146562676,269.525572433,169.345460165,502.57706465,1.864673026,2.967762254,1
case,JUL 2022,202228,all_ages,Pfizer,113345,39642554,80236,46976048,213393,53456597.199999996,285.917501683,170.801937191,399.189269758,1.39616941,2.337147203,273.956958541,178.137165879,502.57706465,1.834511039,2.821292582,1
case,JUL 2022,202229,5-11,all_types,730,511939,5939,5206688,16941,13368813,142.595113871,114.064833537,126.720300449,0.888672108,1.110949769,,,,,,0
case,JUL 2022,202229,12-17,all_types,3736,2904651,6274,7428270,10510,6346905,128.621304246,84.46111948,165.592521079,1.287442403,1.960576915,,,,,,0
case,JUL 2022,202229,18-49,all_types,80194,26613821,71153,39036216,121475,24407425.2,301.324638803,182.274326999,497.696905776,1.651696681,2.730482751,,,,,,1
case,JUL 2022,202229,50-64,all_types,54042,19494952,27861,15468381,38136,6331731.700000002,277.210223447,180.115811732,602.299683671,2.172718149,3.343957856,,,,,,1
case,JUL 2022,202229,65+,all_types,59161,23297406,18766,10222712,27939,2861637.3,253.938142298,183.571639307,976.329180501,3.844752,5.318518613,,,,,,1
case,JUL 2022,202229,all_ages,all_types,197863,72822769,129993,77362267,215001,53316512.199999996,271.704856485,168.031528859,403.254059818,1.484162135,2.399871396,257.555963697,165.548447825,507.963254219,1.972244195,3.068366154,1
case,JUL 2022,202229,all_ages,Janssen,9256,4260040,9097,7107330,215001,53316512.199999996,217.274955165,127.994619639,403.254059818,1.855961998,3.150554773,183.110993733,148.636766688,507.963254219,2.774072948,3.417480517,1
case,JUL 2022,202229,all_ages,Moderna,79103,28689433,42378,23334985,215001,53316512.199999996,275.721726533,181.607144809,403.254059818,1.462540021,2.220474642,279.643801575,154.660764288,507.963254219,1.816465272,3.284370516,1
case,JUL 2022,202229,all_ages,Pfizer,109361,39813096,78270,46877637,215001,53316512.199999996,274.685997793,166.966607127,403.254059818,1.468054663,2.415177901,262.624461639,174.042040502,507.963254219,1.93418104,2.918623872,1
case,JUL 2022,202230,5-11,all_types,626,562399,5328,5179940,16410,13332711,111.308875016,102.858334266,123.080744794,1.105758591,1.196604492,,,,,,0
case,JUL 2022,202230,12-17,all_types,3315,2940966,5887,7403388,10010,6331935,112.718066105,79.517647866,158.087535643,1.402503974,1.988081135,,,,,,0
case,JUL 2022,202230,18-49,all_types,71496,26702897,64671,38987913,112699,24353449.2,267.746229932,165.874485254,462.764017838,1.728368007,2.789844485,,,,,,1
case,JUL 2022,202230,50-64,all_types,48707,19577431,25758,15407927,35788,6314602.700000002,248.791580468,167.173689232,566.749828932,2.278010485,3.39018557,,,,,,1
case,JUL 2022,202230,65+,all_types,54315,23380547,17801,10163848,26738,2850184.3,232.308508437,175.140360226,938.114773841,4.038228217,5.356359737,,,,,,1
case,JUL 2022,202230,all_ages,all_types,178459,73164240,119445,77143016,201645,53182882.199999996,243.915606859,154.835792264,379.15395266,1.554447284,2.448748749,228.316604004,152.418329602,478.468474941,2.095635913,3.139179364,1
case,JUL 2022,202230,all_ages,Janssen,8416,4274634,8244,7097062,201645,53182882.199999996,196.882352969,116.160743699,379.15395266,1.925789422,3.264045499,165.472270566,93.938897752,478.468474941,2.891532662,5.093400991,1
case,JUL 2022,202230,all_ages,Moderna,71607,28793069,39239,23263290,201645,53182882.199999996,248.695267601,168.673476537,379.15395266,1.524572447,2.247857579,221.285737255,150.900032239,478.468474941,2.162220127,3.170764564,1
case,JUL 2022,202230,all_ages,Pfizer,98296,40036192,71757,46740480,201645,53182882.199999996,245.517855444,153.522171788,379.15395266,1.544302967,2.469701596,232.533532348,159.944575616,478.468474941,2.057632162,2.991464219,1
case,AUG 2022,202231,5-11,all_types,630,617766,4745,5151404,15382,13295421,101.980361496,92.110810956,115.693967118,1.134473005,1.256030274,,,,,,0
case,AUG 2022,202231,12-17,all_types,3023,2980539,5201,7376044,9398,6316897,101.424608099,70.51205226,148.775577629,1.466858787,2.10993118,,,,,,0
case,AUG 2022,202231,18-49,all_types,62414,26805071,56693,38931454,99940,24300862.2,232.844001794,145.622611475,411.261128011,1.76625176,2.824157072,,,,,,1
case,AUG 2022,202231,50-64,all_types,42819,19673611,22477,15340688,31645,6299664.700000002,217.646877332,146.518852349,502.328322331,2.307996919,3.428421082,,,,,,1
case,AUG 2022,202231,65+,all_types,48613,23481439,15733,10094338,24241,2840918.3,207.027346152,155.859651222,853.280434006,4.12158321,5.474671779,,,,,,1
case,AUG 2022,202231,all_ages,all_types,157499,73558426,104849,76893928,180606,53053763.199999996,214.114151926,136.355369958,340.420714963,1.589902918,2.496569919,200.325786527,134.319925113,429.11911137,2.14210621,3.19475395,1
case,AUG 2022,202231,all_ages,Janssen,7453,4291528,7370,7084208,180606,53053763.199999996,173.667747245,104.034212434,340.420714963,1.960183859,3.272199664,159.14880656,86.522032334,429.11911137,2.696338858,4.959651314,1
case,AUG 2022,202231,all_ages,Moderna,63436,28914797,34550,23180883,180606,53053763.199999996,219.389401212,149.045228346,340.420714963,1.551673477,2.284009483,232.778964907,148.360790802,429.11911137,1.843461721,2.892402427,1
case,AUG 2022,202231,all_ages,Pfizer,86482,40291547,62757,46586479,180606,53053763.199999996,214.640554755,134.710760176,340.420714963,1.586003704,2.527049172,203.783139707,140.360275739,429.11911137,2.105763568,3.05726894,1
case,AUG 2022,202232,5-11,all_types,608,673145,4648,5121909,18657,13260201,90.322293117,90.747414685,140.699224695,1.557746375,1.55044885,,,,,,0
case,AUG 2022,202232,12-17,all_types,2843,3018754,5694,7348523,11752,6302495,94.17792904,77.484958542,186.465836149,1.979931371,2.406477846,,,,,,0
case,AUG 2022,202232,18-49,all_types,53266,26889547,48939,38884190,88080,24250011.2,198.091845876,125.858350142,363.216327092,1.833575357,2.885913622,,,,,,1
case,AUG 2022,202232,50-64,all_types,37328,19746950,19524,15289101,27909,6286678.700000002,189.031723886,127.69880976,443.938704868,2.34848784,3.476451391,,,,,,1
case,AUG 2022,202232,65+,all_types,43496,23558183,14034,10043017,21679,2832940.9,184.632235856,139.738885237,765.247167705,4.144710506,5.47626501,,,,,,1
case,AUG 2022,202232,all_ages,all_types,137541,73886579,92839,76686740,168077,52932326.8,186.151533691,121.062650466,317.531856544,1.705770832,2.622872168,173.32652086,119.700649471,389.950464342,2.249802641,3.257713856,1
case,AUG 2022,202232,all_ages,Janssen,6385,4305665,6366,7074292,168077,52932326.8,148.293004681,89.987803727,317.531856544,2.14124636,3.528609916,131.67314962,74.416234076,389.950464342,2.961503279,5.240126287,1
case,AUG 2022,202232,all_ages,Moderna,55823,29008801,30157,23119092,168077,52932326.8,192.434702834,130.441974105,317.531856544,1.650075854,2.434276687,162.573195685,122.699214038,389.950464342,2.398614745,3.178100752,1
case,AUG 2022,202232,all_ages,Pfizer,75231,40511467,56095,46450422,168077,52932326.8,185.702976394,120.76316551,317.531856544,1.709891046,2.629376724,175.481913259,124.743302123,389.950464342,2.222168981,3.126023263,1
case,AUG 2022,202233,5-11,all_types,626,729324,4999,5093015,23638,13232006,85.832908282,98.154040387,178.642603397,2.081283356,1.820022922,,,,,,0
case,AUG 2022,202233,12-17,all_types,2989,3057293,6888,7321618,15973,6290314,97.766226528,94.077565915,253.930089976,2.597319125,2.699156675,,,,,,0
case,AUG 2022,202233,18-49,all_types,46477,26965968,42417,38844710,77508,24203152.2,172.354280032,109.196335872,320.239278585,1.858029163,2.932692531,,,,,,1
case,AUG 2022,202233,50-64,all_types,32859,19801786,17147,15251258,24972,6275309.700000002,165.939577369,112.430069703,397.940519175,2.398104934,3.53944919,,,,,,1
case,AUG 2022,202233,65+,all_types,39491,23611575,12244,10007485,19839,2826254.9,167.252713976,122.348422206,701.953670209,4.196964303,5.737333245,,,,,,1
case,AUG 2022,202233,all_ages,all_types,122442,74165946,83695,76518086,161930,52827036.8,165.091941253,109.379369474,306.528644817,1.856714764,2.802435654,154.201094733,108.889185539,362.850205739,2.353097469,3.33228873,1
case,AUG 2022,202233,all_ages,Janssen,5675,4317275,5548,7066281,161930,52827036.8,131.44865685,78.513718886,306.528644817,2.331926793,3.904141202,117.853632449,66.312745451,362.850205739,3.078820722,5.471801888,1
case,AUG 2022,202233,all_ages,Moderna,49220,29079631,26390,23073732,161930,52827036.8,169.259369213,114.372482093,306.528644817,1.81099957,2.680090868,144.776259615,121.429172074,362.850205739,2.506282499,2.988163384,1
case,AUG 2022,202233,all_ages,Pfizer,67444,40708222,51507,46334395,161930,52827036.8,165.676604594,111.163639884,306.528644817,1.850162523,2.757454192,156.353887212,112.84037631,362.850205739,2.320698335,3.21560613,1
case,AUG 2022,202234,5-11,all_types,615,781465,4779,5069188,21407,13204749,78.698342216,94.275453978,162.115917538,2.059966106,1.719598376,,,,,,0
case,AUG 2022,202234,12-17,all_types,3245,3091974,7720,7298000,18441,6279114,104.949136054,105.782406139,293.687931132,2.798383504,2.776340054,,,,,,0
case,AUG 2022,202234,18-49,all_types,43361,27034464,40262,38812541,72239,24159066.2,160.391565374,103.734511997,299.014040534,1.864275343,2.882493346,,,,,,1
case,AUG 2022,202234,50-64,all_types,30605,19846763,15909,15220648,22566,6264977.700000002,154.206507127,104.522488136,360.192822394,2.335782251,3.446079679,,,,,,1
case,AUG 2022,202234,65+,all_types,37167,23653781,11601,9979182,17675,2820447.9,157.129213296,116.252013442,626.673515224,3.988268649,5.39064655,,,,,,1
case,AUG 2022,202234,all_ages,all_types,114993,74408447,80271,76379559,152328,52728354.8,154.542937847,105.094872307,288.892002373,1.869331633,2.748868675,144.825943122,104.707555208,337.775569913,2.332286348,3.225894915,1
case,AUG 2022,202234,all_ages,Janssen,5107,4327672,5210,7059963,152328,52728354.8,118.008019092,73.796420746,288.892002373,2.448070941,3.914715639,151.872933649,61.261280452,337.775569913,2.224066934,5.513687723,1
case,AUG 2022,202234,all_ages,Moderna,46159,29138664,24938,23037781,152328,52728354.8,158.411518112,108.248272696,288.892002373,1.823680537,2.668790875,184.554120728,103.492143558,337.775569913,1.830225023,3.263779822,1
case,AUG 2022,202234,all_ages,Pfizer,63630,40881244,49769,46237661,152328,52728354.8,155.645948543,107.637365134,288.892002373,1.856084306,2.683937887,147.615947997,108.21199958,337.775569913,2.288205133,3.121424345,1
case,AUG 2022,202235,5-11,all_types,568,824427,3453,5052542,14348,13182293,68.896336486,68.341836644,108.842975953,1.57980789,1.592625854,,,,,,0
case,AUG 2022,202235,12-17,all_types,3001,3119022,6728,7280907,14816,6269736,96.216057469,92.406069738,236.309790396,2.456032773,2.557297276,,,,,,0
case,AUG 2022,202235,18-49,all_types,38413,27097644,34262,38784169,62240,24120297.2,141.757711482,88.340167866,258.039938248,1.820288544,2.920980846,,,,,,1
case,AUG 2022,202235,50-64,all_types,26645,19885296,13714,15194514,19380,6257203.700000002,133.993479403,90.256259595,309.72301573,2.311478268,3.431595959,,,,,,1
case,AUG 2022,202235,65+,all_types,34027,23690350,10362,9954329,15953,2816945.9,143.632322866,104.095414166,566.322555218,3.942862887,5.440417907,,,,,,1
case,AUG 2022,202235,all_ages,all_types,102654,74616739,68519,76266461,126737,52646475.8,137.575028574,89.841588428,240.73216312,1.749824555,2.679518109,128.523237459,88.959304696,289.769826783,2.254610392,3.257330167,1
case,AUG 2022,202235,all_ages,Janssen,4662,4336815,4557,7054149,126737,52646475.8,107.49824468,64.60027992,240.73216312,2.239405526,3.726487926,98.334412605,90.566751637,289.769826783,2.946779455,3.199516617,1
case,AUG 2022,202235,all_ages,Moderna,41083,29190124,21151,23007203,126737,52646475.8,140.742807396,91.932078836,240.73216312,1.710440253,2.618587181,146.153758592,87.258548137,289.769826783,1.982636845,3.320818796,1
case,AUG 2022,202235,all_ages,Pfizer,56821,41028775,42572,46160075,126737,52646475.8,138.490608116,92.226886546,240.73216312,1.738256236,2.61021674,130.922120847,92.766274943,289.769826783,2.213299211,3.123654873,1
case,SEP 2022,202236,5-11,all_types,413,862466,2489,5039649,9195,13166571,47.885945649,49.388360181,69.835950454,1.458380941,1.414016384,,,,,,0
case,SEP 2022,202236,12-17,all_types,2157,3141148,4309,7268103,8742,6263904,68.66916172,59.286446546,139.561525847,2.032375558,2.354020758,,,,,,0
case,SEP 2022,202236,18-49,all_types,32318,27151870,27230,38762447,47485,24092043.2,119.02679263,70.248403048,197.098268527,1.655915145,2.805733084,,,,,,1
case,SEP 2022,202236,50-64,all_types,22817,19917970,11026,15172578,15553,6252119.700000002,114.554846704,72.670577143,248.763631317,2.17156793,3.423168511,,,,,,1
case,SEP 2022,202236,65+,all_types,30221,23719779,8784,9934372,13798,2813714.9,127.408438333,88.420284644,490.383727221,3.848910901,5.546054609,,,,,,1
case,SEP 2022,202236,all_ages,all_types,87926,74793233,53838,76177149,94773,52588352.8,117.558763638,70.674737381,180.216711408,1.532992572,2.549945257,106.950926022,69.793919572,225.898987551,2.112174209,3.236657132,1
case,SEP 2022,202236,all_ages,Janssen,3944,4345046,3674,7049058,94773,52588352.8,90.770040179,52.120439355,180.216711408,1.985420642,3.457697472,73.11922825,78.439251933,225.898987551,3.089460775,2.879922768,1
case,SEP 2022,202236,all_ages,Moderna,35352,29233088,17301,22982577,94773,52588352.8,120.931459584,75.278764431,180.216711408,1.490238454,2.393991357,102.184004677,75.371524013,225.898987551,2.210707911,2.997139709,1
case,SEP 2022,202236,all_ages,Pfizer,48547,41153982,32713,46099259,94773,52588352.8,117.964283505,70.962095074,180.216711408,1.527722681,2.539619373,109.221256119,72.40858369,225.898987551,2.068269452,3.119781883,1
case,SEP 2022,202237,5-11,all_types,503,893769,2742,5030890,8984,13149310,56.278523869,54.503278744,68.322976643,1.21401508,1.253557184,,,,,,0
case,SEP 2022,202237,12-17,all_types,2306,3156889,4138,7260515,7895,6256861,73.046597457,56.993202273,126.181483015,1.727410823,2.213974263,,,,,,0
case,SEP 2022,202237,18-49,all_types,30045,27192172,23507,38751715,41866,24055972.2,110.491357586,60.660541088,174.03578476,1.57510767,2.869011414,,,,,,1
case,SEP 2022,202237,50-64,all_types,21999,19941671,9987,15157481,14123,6244320.700000002,110.316733237,65.888256762,226.173521165,2.050219532,3.432683338,,,,,,1
case,SEP 2022,202237,65+,all_types,28889,23740649,8027,9920732,12770,2807516.9,121.685805641,80.911368234,454.850334116,3.737907899,5.621587473,,,,,,1
case,SEP 2022,202237,all_ages,all_types,83742,74925150,48401,76121333,85638,52513980.8,111.767544009,63.584015272,163.076572553,1.459069124,2.564741655,102.548454673,63.234764214,204.489131165,1.994073259,3.233808708,1
case,SEP 2022,202237,all_ages,Janssen,3761,4351612,3462,7045302,85638,52513980.8,86.427742179,49.139128458,163.076572553,1.88685448,3.31867043,68.291558937,40.514089616,204.489131165,2.994354417,5.047358415,1
case,SEP 2022,202237,all_ages,Moderna,33643,29264867,15192,22966894,85638,52513980.8,114.960372108,66.147385885,163.076572553,1.41854597,2.465351735,100.597734964,70.667070668,204.489131165,2.032740909,2.893697577,1
case,SEP 2022,202237,all_ages,Pfizer,46257,41247474,29667,46061266,85638,52513980.8,112.145049173,64.407695611,163.076572553,1.454157573,2.531942356,104.70848932,65.479263969,204.489131165,1.95293746,3.122960137,1
case,SEP 2022,202238,5-11,all_types,385,912333,2194,5028819,7004,13135626,42.199503909,43.628533857,53.320641133,1.263537155,1.222150653,,,,,,0
case,SEP 2022,202238,12-17,all_types,1993,3163598,3544,7259298,6858,6251173,62.997890377,48.820147623,109.707410113,1.741445776,2.247174895,,,,,,0
case,SEP 2022,202238,18-49,all_types,26808,27233137,20178,38733909,36822,24023584.2,98.43889817,52.093890136,153.274381098,1.557050962,2.942271746,,,,,,1
case,SEP 2022,202238,50-64,all_types,20198,19962589,8784,15140957,13660,6236764.700000002,101.179260866,58.014826936,219.023815345,2.164710569,3.775307571,,,,,,1
case,SEP 2022,202238,65+,all_types,27338,23763939,7105,9901182,12407,2800089.9,115.039850927,71.759109165,443.09291641,3.851647171,6.174727105,,,,,,1
case,SEP 2022,202238,all_ages,all_types,76722,75035596,41805,76064165,76751,52447237.8,102.247471986,54.960177371,146.339451265,1.431228063,2.662645178,91.661393887,54.482241811,188.173957991,2.052924901,3.453858574,1
case,SEP 2022,202238,all_ages,Janssen,3356,4355939,3039,7043196,76751,52447237.8,77.044237764,43.148025413,146.339451265,1.899421105,3.391567745,60.690005162,36.97917696,188.173957991,3.100575745,5.088646462,1
case,SEP 2022,202238,all_ages,Moderna,30803,29301545,13088,22942002,76751,52447237.8,105.124149597,57.048203553,146.339451265,1.392063116,2.565189474,87.922209347,55.520392148,188.173957991,2.140232364,3.389276457,1
case,SEP 2022,202238,all_ages,Pfizer,42479,41316940,25617,46028188,76751,52447237.8,102.812550978,55.655026003,146.339451265,1.423361738,2.629402262,93.932897266,56.655499792,188.173957991,2.003280677,3.321371423,1
death,SEP 2021,202138,18-49,all_types,0,297687,46,49768966,696,33554194,0,0.092427076,2.074256351,,22.442085608,,,,,,0
death,SEP 2021,202138,50-64,all_types,2,360891,150,28284539,1421,9260611,0.55418395,0.530325066,15.344559878,27.688567795,28.934253488,,,,,,0
death,SEP 2021,202138,65+,all_types,18,837953,1082,27267237,2388,4766759.8,2.148091838,3.968132158,50.096923281,23.321592863,12.6248122,,,,,,1
death,SEP 2021,202138,all_ages,all_types,20,1496531,1278,105320742,4505,47581564.8,1.336424037,1.213436191,9.467952597,7.084542284,7.802596187,0.477717198,0.84080715,12.932078132,27.070572687,15.38055205,0
death,SEP 2021,202138,all_ages,Janssen,0,29242,113,9011732,4505,47581564.8,0,1.253921,9.467952597,,7.550677114,0,1.334074941,12.932078132,,9.693666923,0
death,SEP 2021,202138,all_ages,Moderna,11,656886,473,41701814,4505,47581564.8,1.674567581,1.134243225,9.467952597,5.653968645,8.347374168,0.466349123,0.679824413,12.932078132,27.730465183,19.022673908,0
death,SEP 2021,202138,all_ages,Pfizer,8,805735,691,54531802,4505,47581564.8,0.992882275,1.267150497,9.467952597,9.535825982,7.471845388,0.439061387,0.9491418,12.932078132,29.453918105,13.62502224,0
death,SEP 2021,202139,18-49,all_types,2,362201,33,50683328,554,32923002,0.552179591,0.065110168,1.68271411,3.047403666,25.84410641,,,,,,0
death,SEP 2021,202139,50-64,all_types,3,436135,137,28508685,1126,9077968,0.68786041,0.480555311,12.403656854,18.032229606,25.811090955,,,,,,0
death,SEP 2021,202139,65+,all_types,19,1018452,924,27204593,2007,4583339.800000001,1.865576385,3.396485292,43.789029127,23.472118049,12.892453628,,,,,,1
death,SEP 2021,202139,all_ages,all_types,24,1816788,1094,106396606,3687,46584309.8,1.321012688,1.028228288,7.914682037,5.991374729,7.697397681,0.803221545,0.716272008,11.018103728,13.717390669,15.382569198,0
death,SEP 2021,202139,all_ages,Janssen,0,33907,90,9088896,3687,46584309.8,0,0.990219274,7.914682037,,7.99285799,0,1.013579461,11.018103728,,10.870488356,0
death,SEP 2021,202139,all_ages,Moderna,8,783519,408,42070285,3687,46584309.8,1.021034589,0.969805648,7.914682037,7.751629694,8.161101201,0.744262022,0.569449481,11.018103728,14.804065506,19.348693944,0
death,SEP 2021,202139,all_ages,Pfizer,16,993693,596,55162231,3687,46584309.8,1.610155249,1.080449411,7.914682037,4.915477586,7.325361054,0.921345227,0.82143873,11.018103728,11.95871363,13.413177794,0
death,OCT 2021,202140,18-49,all_types,1,428298,18,51510882,461,32361982,0.233482295,0.0349441,1.42451102,6.10115221,40.765455043,,,,,,0
death,OCT 2021,202140,50-64,all_types,4,512338,118,28703171,930,8912696,0.780734593,0.411104404,10.434553136,13.365045212,25.381759575,,,,,,0
death,OCT 2021,202140,65+,all_types,22,1273395,811,27058794,1809,4425557.800000001,1.727665021,2.997177184,40.876203221,23.659796728,13.638233816,,,,,,1
death,OCT 2021,202140,all_ages,all_types,27,2214031,947,107272847,3200,45700235.8,1.21949512,0.882795625,7.002152055,5.74184508,7.931792883,0.598459318,0.615315864,9.962236893,16.646473019,16.190443761,0
